Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter Lower,Planetary Radius,Stellar Effective Temperature,Stellar Surface Gravity Lower,Disposition Using Kepler Data
0.972,0,0,0,0,-0.014,1.63,5364.0,-0.081,0
0.0,0,0,1,1,-0.324,1.32,5514.0,-0.136,1
0.0,0,1,1,1,-0.447,0.64,5383.0,-0.105,1
0.0,1,0,0,0,-0.432,2.03,5218.0,-0.104,1
0.967,0,0,0,0,-0.387,2.08,5543.0,-0.1,0
0.0,0,0,1,1,-0.29,0.75,5087.0,-0.115,1
0.281,0,0,1,0,-0.393,2.5,5780.0,-0.028,1
0.0,0,1,0,1,-0.729,1.42,6109.0,-0.126,1
0.0,0,0,1,0,-0.147,1.62,5730.0,-0.196,1
0.934,0,0,0,0,-0.169,0.81,5726.0,-0.188,0
0.4047868167662572,1,0,0,0,-0.045,46.33,4136.0,-0.029,1
0.999,0,0,0,0,-0.682,1.38,6474.0,-0.181,0
0.0,1,0,0,1,-0.204,1.1,6249.0,-0.216,1
0.904576713615006,1,0,0,0,-0.052,120.13,5002.547298751544,-0.029,1
0.815,0,0,0,0,-0.366,1.51,5763.0,-0.184,0
0.506,0,0,0,0,-0.281,1.6,5747.0,-0.11,0
0.807198278074793,1,0,0,0,-0.0297,1.51,6047.0,-0.266,1
0.0,0,0,1,1,-0.458,0.93,5999.0,-0.176,1
0.0,0,1,1,0,-0.439,1.37,5713.0,-0.184,1
0.0,0,0,1,1,-0.329,0.81,5812.0,-0.17,1
0.999,0,0,0,0,-0.357,1.22,5749.0,-0.187,0
1.0,0,0,0,0,-0.025,0.5,5051.0,-0.023,0
0.973,0,0,0,0,-0.035,1.62,5749.0,-0.187,0
1.0,0,0,0,0,-0.015,1.19,5071.0,-0.072,0
0.0,0,0,1,0,-0.066,372.86,6521.0,-0.172,1
0.619,0,0,0,0,-0.256,0.85,4973.0,-0.08,0
1.0,0,0,0,0,-0.052,72.36,5897.0,-0.127,0
0.0,1,0,1,1,-0.167,16.3,6056.0,-0.196,1
0.0,1,0,1,1,-0.608,3.5,5968.0,-0.221,1
1.0,0,0,0,0,-0.44,1.61,5803.0,-0.127,0
0.995,0,0,0,0,-0.041,0.98,5523.0,-0.099,0
0.0,1,0,1,0,-0.077,0.94,4205.0,-0.021,1
1.0,0,0,0,0,-0.374,1.21,5541.0,-0.136,0
0.965,0,0,0,0,-0.393,0.67,6358.0,-0.203,0
0.0,0,1,1,1,0.8639776858026931,2.06,5109.0,-0.297,1
0.0,0,0,1,0,-0.057,1.04,5925.0,-0.165,1
0.956,0,0,0,0,-0.671,1.96,4762.0,-0.016,0
0.0,0,1,1,0,-0.153,36.51,5735.0,-0.18,1
0.99,0,0,0,0,-0.594,2.24,4463.0,-0.024,0
0.0,0,1,1,1,-0.182,30.08,4438.0,-0.024,1
0.971,0,0,0,0,-0.053,2.61,5570.0,-0.09,0
0.794,0,0,0,0,-0.316,1.06,5086.0,-0.208,0
0.903,0,0,0,0,-0.647,1.57,5995.0,-0.187,0
0.961,0,0,0,0,-0.075,1.45,5269.0,-0.097,0
0.919,0,0,0,0,-0.68,1.24,6025.0,-0.126,0
1.0,0,0,0,0,-0.392,1.12,5032.0,-0.033,0
0.0,0,0,1,1,-0.039,1.25,6072.0,-0.208,1
0.116,1,0,0,0,-0.171,1.99,5780.0,-0.208,1
0.0,1,0,1,0,-0.076,17.72,5470.0,-0.105,1
0.0,1,0,1,0,-0.15,96.03,5981.0,-0.192,1
0.989,0,0,0,0,-0.197,0.86,5516.0,-0.097,0
0.965,0,0,0,0,-0.684,0.88,4352.0,-0.042,0
0.753,0,0,0,0,-0.208,2.01,6194.0,-0.132,0
0.0,0,0,1,0,-0.148,0.74,4544.0,-0.024,1
0.072,0,0,1,0,-0.389,0.75,6181.0,-0.208,1
0.0,0,1,1,1,-0.088,5.18,4898.0,-0.171,1
0.23,1,0,0,0,-0.0542,2.79,6908.0,-0.243,1
0.969,0,0,0,0,-0.049,1.35,6102.0,-0.116,0
0.0,1,1,1,1,-0.585,2.19,5763.0,-0.204,1
0.0,0,1,1,1,-0.068,1.61,5763.0,-0.204,1
0.255,0,0,0,0,-0.019,1.96,6031.0,-0.21,0
1.0,0,0,0,0,-0.391,1.12,5631.0,-0.175,0
0.001,0,0,1,0,-0.313,2.07,5806.0,-0.2,1
0.979,0,0,0,0,-0.523,2.02,4987.0,-0.063,0
0.957,0,0,0,0,-0.114,1.44,5201.0,-0.044,0
1.024116145237671,1,0,0,0,-0.2057,3.08,5691.0,-0.255,1
1.0441016740999332,1,0,0,0,-0.0927,1.63,6036.0,-0.26,1
0.919,0,0,0,0,-0.062,1.95,6701.0,-0.217,0
0.866,0,0,0,0,-0.067,1.69,6072.0,-0.114,0
0.981,0,0,0,0,-0.184,1.74,5812.0,-0.084,0
1.0,0,0,0,0,-0.613,1.53,6033.0,-0.114,0
0.0,1,0,0,0,-0.28,0.92,4607.0,-0.024,1
0.242837526860283,1,0,0,0,-0.3461,1.18,6496.0,-0.33,1
0.0,1,0,0,0,-0.373,2.5,6184.0,-0.208,1
0.798,0,0,0,0,-0.022,2.44,6537.0,-0.095,0
1.0,0,0,0,0,-0.726,1.4,5611.0,-0.098,0
1.0,0,0,0,0,-0.497,1.01,5383.0,-0.141,0
0.867,0,0,0,0,-0.084,0.8,5513.0,-0.14,0
0.996,1,0,0,0,-0.272,1.68,6615.0,-0.132,1
0.0,0,1,1,0,-0.155,32.21,5463.0,-0.144,1
0.97,0,0,0,0,-0.038,2.52,5436.0,-0.136,0
1.0,0,0,0,0,-0.035,1.76,5973.0,-0.2,0
0.964,0,0,0,0,-0.232,1.41,5290.0,-0.13,0
1.0,0,0,0,0,-0.29,1.5,5638.0,-0.209,0
0.937,0,0,0,0,-0.136,1.0,6108.0,-0.216,0
0.0,0,1,1,1,-0.512,0.58,6620.0,-0.147,1
0.624090260680778,0,0,0,0,-0.2803,1.07,5775.0,-0.278,0
0.52,0,0,0,0,-0.574,0.82,6095.0,-0.121,0
0.986,0,0,0,0,-0.346,1.3,5285.0,-0.138,0
0.625,0,0,0,0,-0.586,2.75,5334.0,-0.132,0
0.862,0,0,0,0,-0.041,0.87,5285.0,-0.091,0
0.0,0,0,1,1,-0.451,0.76,5537.0,-0.178,1
0.0,0,0,0,0,-0.566,1.32,5668.0,-0.187,0
0.0,0,1,1,1,-0.048,0.87,6077.0,-0.208,1
0.3893158114191594,0,0,0,0,-0.4765,1.78,4228.0,-0.027,0
0.0,0,0,1,0,-0.459,0.75,6033.0,-0.126,1
0.0,1,0,0,0,-0.136,2.69,6017.0,-0.135,1
0.083,1,0,0,0,-0.097,3.24,5127.0,-0.335,1
0.0,1,0,1,0,-0.281,1.19,6195.0,-0.158,1
0.996,0,0,0,0,-0.234,1.21,5734.0,-0.119,0
0.984,0,0,0,0,-0.399,0.96,6206.0,-0.032,0
0.912,0,0,0,0,-0.571,3.21,5570.0,-0.09,0
0.96,0,0,0,0,-0.116,0.86,5638.0,-0.209,0
0.988,0,0,0,0,-0.061,5.91,5290.0,-0.231,0
0.904,0,0,0,0,-0.676,1.64,5401.0,-0.082,0
1.0,0,0,0,0,-0.538,4.98,4774.0,-0.128,0
0.969,0,0,0,0,-0.585,1.07,5934.0,-0.165,0
0.568545920412729,0,0,0,0,-0.4345,0.42,3396.0,-0.06,0
0.965,0,0,1,0,-0.779,4.44,5951.0,-0.178,1
0.837,0,0,0,0,0.8347538600094788,1.19,4281.0,-0.033,0
0.0,0,1,1,0,-0.45,1.11,5942.0,-0.208,1
1.0,0,0,0,0,-0.204,1.25,5591.0,-0.179,0
0.994,0,0,0,0,-0.268,0.62,5483.0,-0.104,0
0.999,0,0,0,0,-0.176,0.71,5802.0,-0.192,0
0.0,0,1,0,0,-0.011,11.02,5615.0,-0.143,1
0.0,0,0,1,1,-0.346,0.38,5798.0,-0.102,1
0.198,1,0,0,0,-0.351,1.1,5861.0,-0.21,1
0.919,0,0,0,0,-0.197,0.93,5942.0,-0.216,0
0.8941763812979902,0,0,0,0,-0.3547,1.9,4999.0,-0.073,0
0.993,0,0,0,0,-0.016,0.85,6258.0,-0.12,0
0.877,0,0,0,0,-0.068,1.18,6312.0,-0.105,0
0.999,0,0,0,0,-0.553,2.46,5731.0,-0.105,0
0.0,1,0,0,0,-0.036,93.55,5896.0,-0.12,1
0.0,0,0,1,0,-0.362,0.98,5717.0,-0.15,1
1.0,0,0,0,0,-0.445,1.91,5904.0,-0.176,0
1.0,0,0,0,0,-3.321,21.74,4921.0,-0.064,0
0.0,0,1,0,0,-0.041,8.4,5561.0,-0.152,1
0.974,0,0,0,0,-0.016,1.31,6086.0,-0.216,0
0.005,0,0,1,0,-0.44,1.28,5799.0,-0.196,1
0.996,0,0,0,0,-0.027,2.84,5288.0,-0.097,0
0.7340988083293606,1,0,0,0,-0.0064,2.1,6225.0,-0.29,1
0.819,0,0,0,0,-0.173,1.38,5780.0,-0.186,0
0.5326170760806808,0,0,0,0,-0.1732,1.73,6032.0,-0.284,0
0.0,1,0,1,0,-0.136,11.82,5345.0,-0.09,1
0.0,0,0,1,0,-0.364,0.95,4440.0,-0.025,1
0.625,0,0,0,0,-0.065,1.14,5817.0,-0.208,0
0.984,0,0,0,0,-0.5,0.76,5215.0,-0.05,0
0.0,0,0,1,1,-0.506,0.93,6063.0,-0.112,1
0.924,0,0,0,0,-0.005,3.03,6046.0,-0.229,0
0.798,0,0,0,0,-0.396,1.17,6011.0,-0.229,0
0.0,0,1,1,1,-0.497,1.61,6106.0,-0.094,1
0.0,0,0,1,1,-0.467,1.39,6184.0,-0.2,1
0.0,0,1,1,1,-0.457,1.66,6277.0,-0.117,1
0.0,0,1,0,0,-0.228,1.34,7382.0,-0.129,1
0.0,0,1,0,1,-0.597,1.19,6353.0,-0.143,1
0.973,0,0,0,0,-0.503,1.09,6035.0,-0.112,0
0.182871306983011,1,1,0,0,-0.32,11.65,6093.880444050675,-0.192,1
1.0,0,0,0,0,-0.479,2.37,5383.0,-0.12,0
0.0,0,1,1,0,-2.418,35.31,6208.0,-0.202,1
0.927,0,0,0,0,-0.029,1.18,3526.0,-0.044,0
0.0,0,1,1,0,-0.216,44.48,6258.0,-0.216,1
0.0,0,1,0,0,-0.147,39.42,5569.0,-0.168,1
0.6523852032287378,1,0,0,0,-0.0971,1.67,6043.0,-0.291,1
0.4434920169130351,1,0,0,0,-0.1563,2.21,5407.0,-0.175,1
0.0,0,0,1,0,-0.512,0.8,6356.0,-0.192,1
0.1572983124834094,0,1,0,1,-0.3436,0.8,6039.0,-0.293,1
0.0,0,0,1,0,-0.008,1.02,6098.0,-0.202,1
0.9665591425052044,1,0,0,0,-0.4157,2.05,5489.0,-0.198,1
0.82,0,0,0,0,-0.442,1.19,4807.0,-0.039,0
0.273,0,0,1,0,-0.057,1.88,6309.0,-0.203,1
0.0,1,0,0,0,-0.462,2.14,6700.0,-0.088,1
0.977,0,0,0,0,-0.195,1.6,5671.0,-0.152,0
1.0,0,0,0,0,-0.119,0.78,4872.0,-0.051,0
0.0,0,0,0,1,-0.511,0.9,8482.0,-0.145,1
0.961,0,0,0,0,-0.446,0.64,5761.0,-0.116,0
0.622,0,0,0,0,-0.606,1.12,6067.0,-0.208,0
0.0,0,1,0,1,-0.529,1.14,6210.0,-0.128,1
0.0,1,0,1,0,-0.453,7.05,5261.0,-0.148,1
0.95,0,0,0,0,-0.727,3.78,6020.0,-0.203,0
0.955,0,0,0,0,-0.004,0.87,3751.0,-0.085,0
0.556,0,0,0,0,-0.724,3.83,6020.0,-0.203,0
0.065,1,0,1,0,-0.213,1.57,6253.0,-0.123,1
0.987,0,0,0,0,-0.475,2.64,5794.0,-0.098,0
0.994,0,0,0,0,-0.012,2.35,5794.0,-0.098,0
1.0702683788725769,0,0,0,0,-0.3406,1.14,6119.0,-0.271,0
0.8437482124858904,1,0,0,0,-0.4018,1.97,5325.0,-0.345,1
0.2992651455927004,1,0,0,0,-0.1067,3.77,5485.0,-0.094,1
0.333,0,0,0,0,-0.036,0.56,5849.0,-0.114,0
0.993,0,0,0,0,-0.329,0.91,6247.0,-0.216,0
0.414578979951901,0,0,0,0,-0.0937,1.08,4430.0,-0.024,0
0.0,0,0,1,1,-0.309,0.81,5559.0,-0.168,1
0.0,0,0,0,0,-0.2633,0.78,5888.0,-0.215,0
0.001,0,0,1,0,-0.085,0.82,5300.0,-0.09,1
0.0,1,0,1,1,-0.476,0.66,5864.0,-0.203,1
0.0,0,0,1,0,-0.0995,24.48,3857.0,-0.29,1
0.0,0,0,1,1,-0.297,2.03,7919.0,-0.087,1
0.0,0,0,1,1,-0.456,0.46,5655.0,-0.132,1
0.955,0,0,0,0,-0.433,1.56,4550.0,-0.03,0
1.0,0,1,1,0,-0.2976,1.18,4267.0,-0.018,1
0.986,0,0,0,0,-0.143,1.62,5794.0,-0.098,0
0.0,0,0,0,0,-0.009,21.26,5223.0,-0.119,0
0.0,0,1,1,1,-0.141,29.69,4946.0,-0.044,1
0.0,0,1,0,0,-0.046,46.14,5955.0,-0.221,1
0.988,0,0,0,0,-0.454,2.06,5562.0,-0.105,0
0.0,1,0,1,1,-0.429,1.7,5970.0,-0.09,1
0.777,0,0,0,0,-0.495,0.89,5851.0,-0.221,0
0.744,0,0,0,0,-0.178,1.03,5250.0,-0.14,0
0.0,0,0,1,0,-0.392,1.09,5088.0,-0.064,1
0.773,1,0,0,0,-0.0166,2.1,5248.0,-0.391,1
0.944,0,0,0,0,-0.401,1.26,4810.0,-0.035,0
0.0,1,0,0,1,-0.136,13.28,6332.0,-0.21,1
0.0,0,0,1,0,-0.427,1.23,6143.0,-0.201,1
0.2300685295235455,0,0,1,0,-0.5465,1.41,6517.0,-0.326,1
0.0,0,0,1,1,-0.297,0.61,5941.0,-0.204,1
0.0,0,0,1,1,-0.471,0.59,6238.0,-0.154,1
0.975,0,0,0,0,-0.248,0.67,5528.0,-0.077,0
0.0,1,0,1,1,-0.672,2.23,4371.0,-0.049,1
0.736,0,0,0,0,-0.079,1.88,5665.0,-0.135,0
0.923,0,0,0,0,-0.106,2.45,5316.0,-0.07,0
0.502,0,0,0,0,-0.408,4.01,5541.0,-0.105,0
0.0,0,1,0,0,-0.147,25.91,5204.0,-0.039,1
1.0,0,0,0,0,-0.627,2.16,6258.0,-0.202,0
0.23,0,0,0,0,-0.468,1.27,5700.0,-0.128,0
0.993,0,0,0,0,-0.287,1.15,4915.0,-0.022,0
0.0,0,1,0,0,-0.001,24.39,5799.0,-0.2,1
0.0,0,1,1,0,-0.184,31.13,5656.0,-0.16,1
0.5133323334493503,1,0,0,0,-0.3973,0.99,5375.0,-0.756,1
0.994,0,0,0,0,-0.312,1.69,5436.0,-0.093,0
0.001,0,0,1,0,-0.055,1.11,6406.0,-0.101,1
0.0,1,0,1,0,-0.182,0.93,6026.0,-0.208,1
0.414,0,0,0,0,-0.495,2.21,5886.0,-0.127,0
0.995,0,0,0,0,-0.174,2.61,6337.0,-0.136,0
0.875,0,0,0,0,-0.328,0.6,6538.0,-0.138,0
0.9453758841850226,1,0,1,0,-0.3844,1.34,6332.0,-0.329,1
0.5847225157205203,1,0,0,0,-0.2279,3.6,6570.0,-0.181,1
0.0,1,0,0,1,-0.069,0.65,6403.0,-0.216,1
0.988,0,0,0,0,-0.038,0.65,3880.0,-0.035,0
1.0,0,0,0,0,-0.026,1.67,6075.0,-0.216,0
0.966,0,0,0,0,-0.555,1.94,6269.0,-0.216,0
0.968,0,0,0,0,-0.045,7.71,3638.0,-0.054,0
0.0,0,1,1,0,-0.328,1.04,6462.0,-0.192,1
0.865,0,0,0,0,-0.61,1.36,4794.0,-0.032,0
0.0,0,1,1,0,-0.275,48.98,5838.0,-0.2,1
0.0,0,1,1,1,-0.137,0.85,5471.0,-0.143,1
0.1448438454835379,1,0,0,0,-0.1171,69.59,7894.0,-0.09,1
0.941,0,0,0,0,-0.1,1.4,5008.0,-0.066,0
0.0169903152838313,1,0,0,0,-0.1364,2.18,6011.0,-0.287,1
0.973,0,0,0,0,-0.22,0.85,4951.0,-0.027,0
0.0,1,0,1,0,-0.176,0.86,6123.0,-0.196,1
0.995,0,0,0,0,-0.374,1.2,5520.0,-0.119,0
0.78,0,0,0,0,-0.478,2.08,6084.0,-0.176,0
0.001,0,0,1,0,-0.393,0.73,5158.0,-0.105,1
0.0,0,0,1,1,-0.242,0.72,6445.0,-0.12,1
1.0,0,1,0,0,-0.332,0.49,5780.0,-0.117,1
0.5048954703939367,1,0,0,0,-0.0108,1.6,6200.0,-0.241,1
0.987,0,0,0,0,-0.582,0.99,6322.0,-0.195,0
0.5335238989526679,0,0,0,0,-0.2181,1.04,6031.0,-0.251,0
0.0,0,0,1,1,-0.561,1.33,4895.0,-0.059,1
0.4412836502194485,0,0,1,0,-0.2429,1.41,5587.0,-0.284,1
0.99,0,0,0,0,-0.703,1.94,4406.0,-0.04,0
0.895,0,0,0,0,-0.357,0.76,5528.0,-0.077,0
1.0,0,0,0,0,-0.563,1.66,6214.0,-0.216,0
1.0,0,1,0,0,-8.211,22.56,5592.0,-0.169,1
0.0,0,1,0,0,-1.4,428.62,6006.0,-0.19,1
0.867,0,0,0,0,-0.368,1.82,5466.0,-0.175,0
0.0,1,0,1,1,-0.152,29.26,6055.0,-0.217,1
0.994,0,0,0,0,-0.281,1.07,6156.0,-0.216,0
0.4865842611652792,1,0,0,0,-0.4503,1.84,6040.0,-0.305,1
0.2632063029434949,1,0,0,0,-0.4062,3.46,6486.0,-0.265,1
0.5838225154626274,1,0,0,0,-0.2424,1.67,5503.0,-0.531,1
0.17,0,0,0,0,-0.47,0.65,3606.0,-0.052,0
0.8850707406398644,1,0,0,0,-0.5477,0.69,4214.0,-0.03,1
0.854,0,0,0,0,-0.684,3.17,5589.0,-0.11,0
0.998,0,0,0,0,-0.67,2.23,5767.0,-0.153,0
0.0,0,0,1,1,-0.0124,0.79,5780.0,-0.085,1
0.216,1,0,0,0,-0.183,0.71,5699.0,-0.195,1
0.0,0,1,1,0,-0.214,44.9,3715.0,-0.03,1
0.979,0,0,0,0,-0.196,1.16,6514.0,-0.172,0
0.0,0,0,1,1,-0.23,5.38,4927.0,-0.148,1
0.2130114710639136,0,1,0,0,-0.597,3.8,5640.041370852016,-0.12,1
0.0,0,0,1,0,-0.027,0.92,5571.0,-0.175,1
1.0,0,0,0,0,-0.705,2.67,5516.0,-0.195,0
0.0,0,1,1,0,-0.073,23.21,5205.0,-0.084,1
0.963,0,0,0,0,-0.585,1.89,5549.0,-0.113,0
1.0,0,0,0,0,-0.049,1.12,5549.0,-0.113,0
0.0,0,0,1,0,-0.628,3.11,5216.0,-0.075,1
0.997,0,0,0,0,-0.261,2.24,5799.0,-0.187,0
0.0,0,0,1,1,-0.557,1.18,6354.0,-0.195,1
0.0,0,0,1,0,-0.354,0.97,5823.0,-0.18,1
0.993,0,0,0,0,-0.248,1.3,4401.0,-0.027,0
1.0,0,0,0,0,-0.083,2.86,5132.0,-0.132,0
0.998,0,1,0,0,-0.089,20.52,5683.0,-0.144,1
0.823,0,0,1,0,-0.182,0.49,5896.0,-0.208,1
0.413,0,0,0,0,-0.076,0.82,4781.0,-0.045,0
0.0,0,0,0,1,-0.241,32.84,4894.0,-0.033,1
0.848,0,0,0,0,-0.557,1.12,5937.0,-0.195,0
0.0,0,0,1,0,-0.378,1.85,5440.0,-0.175,1
0.0,1,0,1,0,-0.155,21.07,5458.0,-0.15,1
0.6144963649891249,0,0,0,0,-0.2093,28.98,5999.0,-0.3,0
0.0,0,0,1,1,-0.419,1.92,5858.0,-0.096,1
0.6664958274456719,1,0,0,0,-0.0819,30.54,5791.0,-0.29,1
0.3585374304468254,1,0,0,0,-0.628,48.77,4674.517343437021,-0.074,1
0.999,0,0,0,0,-0.203,11.67,6622.0,-0.195,0
0.3291159872008082,1,1,0,0,0.1190559211358774,556.9479472540021,5384.265142025269,-0.115,1
0.0,0,1,1,0,-0.083,30.32,5306.0,-0.098,1
0.0,0,1,1,1,-0.025,36.8,5889.0,-0.184,1
0.795,0,0,0,0,-0.311,0.8,5528.0,-0.077,0
0.994,0,0,0,0,-0.403,3.19,6049.0,-0.07,0
0.0,0,1,0,0,-0.026,2.78,5497.0,-0.153,1
0.877,0,0,0,0,-0.53,2.32,4721.0,-0.036,0
0.0,0,1,0,0,-0.446,0.75,4861.0,-0.035,1
0.98,0,0,0,0,-0.272,2.22,6084.0,-0.121,0
0.996,0,0,0,0,-0.235,1.72,6046.0,-0.216,0
0.0,0,0,1,1,-0.389,1.59,5780.0,-0.196,1
0.825,0,0,0,0,-0.055,0.97,5792.0,-0.2,0
0.998,0,0,0,0,-0.13,1.46,6831.0,-0.123,0
0.0,1,0,1,0,-0.089,0.84,6150.0,-0.108,1
0.987,0,0,0,0,-0.116,1.48,5999.0,-0.192,0
0.2129998485162313,1,0,0,0,-0.1065,1.33,6348.0,-0.32,1
0.0,1,0,0,0,-0.423,0.73,8431.0,-0.126,1
0.899,0,0,0,0,-0.531,4.63,6352.0,-0.117,0
0.983,0,0,0,0,-0.362,1.39,5941.0,-0.213,0
0.526,0,0,0,0,-0.017,1.08,5984.0,-0.195,0
1.0,0,0,0,0,-0.132,1.51,6014.0,-0.192,0
0.0,0,0,0,1,-0.098,0.8,4914.0,-0.04,1
0.265,1,0,0,0,-0.41,1.7,6131.0,-0.145,1
1.0,0,0,0,0,-0.022,2.42,5982.0,-0.192,0
1.0,0,0,0,0,-0.028,2.58,5936.0,-0.184,0
0.996,0,0,0,0,-0.022,1.75,3899.0,-0.021,0
1.0,0,0,0,0,-0.139,0.97,3749.0,-0.033,0
0.0,0,0,1,1,-0.085,1.97,4266.0,-0.021,1
0.103,1,0,0,0,-0.016,39.59,4893.0,-0.03,1
0.977,0,0,0,0,-0.097,1.93,5662.0,-0.178,0
0.3564316754998342,1,0,0,0,-0.0773,3.54,5288.0,-0.385,1
0.2071187539044861,1,0,1,0,-0.4139,2.82,6117.0,-0.295,1
0.999,0,0,0,0,-0.034,3.19,6404.0,-0.058,0
0.0,0,0,1,0,-0.31,0.51,6084.0,-0.203,1
1.0151406024779828,0,0,0,0,-0.6499,0.69,6201.0,-0.302,0
0.878,0,0,0,0,-0.439,1.51,5339.0,-0.303,0
1.0,0,0,1,0,-0.2578,0.92,4889.0,-0.632,1
0.001,0,0,1,0,-0.044,0.78,5693.0,-0.187,1
0.971,0,0,0,0,-0.062,1.67,5438.0,-0.093,0
0.921,0,0,0,0,-0.015,1.1,5435.0,-0.085,0
0.933,0,0,0,0,-0.389,1.18,6118.0,-0.203,0
0.0,0,0,1,1,-0.004,0.95,5415.0,-0.072,1
0.111125395192716,0,0,0,0,-0.1769,2.72,6167.0,-0.309,0
0.6038918761044894,1,0,0,0,-0.2349,1.79,6240.0,-0.254,1
0.945,0,0,0,0,-0.674,1.41,4257.0,-0.023,0
0.949,0,0,0,0,-0.029,1.6,5968.0,-0.184,0
0.834,0,0,0,0,-0.596,3.35,5641.0,-0.18,0
0.0,1,0,0,1,-0.002,7.76,5609.0,-0.198,1
0.0,0,1,1,0,-7.731,24.73,5223.0,-0.1,1
0.964,0,0,0,0,-0.371,1.28,6060.0,-0.192,0
0.999,0,0,0,0,-0.642,1.75,5207.0,-0.055,0
0.978,0,0,0,0,-0.046,8.17,6355.0,-0.21,0
0.0,0,1,0,0,-0.004,42.5,5775.0,-0.173,1
0.0,1,0,1,1,-0.794,7.29,6499.0,-0.188,1
0.406,1,0,0,0,-0.393,1.71,5591.0,-0.179,1
0.989,0,0,0,0,-0.11,1.65,5675.0,-0.14,0
0.5136175465935854,1,0,0,0,-0.1035,13.68,6444.0,-0.328,1
0.99,0,0,0,0,-0.021,2.26,6407.0,-0.203,0
0.8121815792761232,1,0,0,0,-0.1069,2.09,6422.0,-0.352,1
0.5813795449405367,1,0,0,0,-0.1752,1.01,6170.0,-0.29,1
0.942,0,0,0,0,-0.167,1.27,6086.0,-0.21,0
0.0,1,0,0,0,-0.652,4.25,6085.0,-0.14,1
0.0,0,1,1,1,-0.187,0.77,6011.0,-0.102,1
0.3259545575115676,0,0,0,0,-0.0705,1.78,4955.0,-0.68,0
0.0,0,1,1,0,-0.632,6.54,6384.0,-0.164,1
0.0,0,1,1,1,-0.004,8.15,6161.0,-0.212,1
0.0,0,1,1,1,-0.008,3.23,6133.0,-0.21,1
0.0,0,1,1,1,-0.199,39.94,6363.0,-0.188,1
0.0,0,1,1,1,-0.119,42.91,5659.0,-0.192,1
0.0,0,1,1,0,-0.046,1.6,6072.0,-0.12,1
0.929,0,0,0,0,-0.611,1.54,5724.0,-0.12,0
0.0,0,0,1,1,-0.142,1.12,5906.0,-0.18,1
0.0,0,1,1,1,-0.06,9.75,6139.0,-0.196,1
0.976,0,0,0,0,-0.242,1.29,4597.0,-0.024,0
0.6534528350822737,1,0,0,0,-0.5445,1.57,7338.0,-0.445,1
0.381,0,0,0,0,-0.071,3.13,6382.0,-0.208,0
0.0,0,1,0,0,-0.925,90.09,8753.0,-0.124,1
0.5294365287309009,1,0,0,0,-0.3091,1.57,5731.0,-0.233,1
0.0,1,0,0,0,-0.799,81.01,5165.0,-0.215,1
1.0,0,0,0,0,-0.252,1.01,5992.0,-0.172,0
0.864,0,0,0,0,-0.222,1.85,5110.0,-0.152,0
0.987,0,0,0,0,-0.001,1.31,5734.0,-0.168,0
0.0,1,0,0,0,-18.33,2722.92,5997.0,-0.18,1
0.0,1,0,1,1,-0.029,3.8,5713.0,-0.16,1
0.846,0,0,0,0,-0.555,0.79,6355.0,-0.204,0
0.0,1,0,1,1,-0.002,2.52,5713.0,-0.204,1
0.0,0,1,1,1,-1.303,89.18,5367.0,-0.368,1
0.0,0,1,0,0,-0.097,30.94,5838.0,-0.193,1
0.0,0,1,0,0,-0.02,109.72,5503.0,-0.143,1
0.0,0,1,0,0,-0.002,21.93,5011.0,-0.044,1
0.0,0,1,0,0,-0.087,61.54,4478.0,-0.02,1
0.0,0,1,1,1,-0.122,51.77,6233.0,-0.224,1
0.989,0,0,0,0,-0.026,2.39,6194.0,-0.195,0
0.113,1,0,0,0,-0.153,0.88,4796.0,-0.035,1
0.0,0,1,1,1,-0.018,22.25,5385.0,-0.112,1
1.0,0,0,0,0,-0.32,0.9,6099.0,-0.018,0
0.901,0,0,0,0,-0.667,3.94,5312.0,-0.174,0
0.001,0,0,1,0,-0.271,1.12,5459.0,-0.144,1
0.999,0,0,0,0,-0.265,1.88,6195.0,-0.216,0
0.955,0,0,0,0,-0.432,1.45,5947.0,-0.202,0
0.0,0,1,0,0,-0.023,51.86,5764.0,-0.192,1
1.0,0,0,0,0,-0.378,1.24,5841.0,-0.126,0
0.018,0,0,1,0,-0.207,1.58,5659.0,-0.175,1
0.969,0,0,0,0,-0.348,1.14,5002.0,-0.063,0
0.708,0,0,0,0,-0.391,2.27,6217.0,-0.2,0
0.995,0,0,0,0,-0.606,2.18,5849.0,-0.098,0
0.997,0,0,0,0,-0.709,3.51,5849.0,-0.098,0
0.0,0,1,0,0,-0.369,87.2,6878.0,-0.158,1
0.0,0,1,0,0,-0.02,49.34,5887.0,-0.14,1
0.0,0,0,0,1,-0.158,1.37,4914.0,-0.046,1
0.991,0,0,0,0,-0.347,2.83,6004.0,-0.096,0
0.0,0,1,0,0,-0.003,193.91,8275.0,-0.14,1
0.0,0,1,0,0,-0.002,59.15,6133.0,-0.174,1
0.0,0,1,0,1,-0.003,65.0,7059.0,-0.105,1
0.0,0,1,0,0,-0.003,45.43,6429.0,-0.1,1
0.0,0,1,0,0,-0.013,35.18,6021.0,-0.208,1
0.0,0,0,1,1,-0.301,1.2,6418.0,-0.188,1
