Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter,mpact Parameter Upper,Impact Parameter Lower,Transit Duration Upper,Transit Depth Upper,Planetary Radius Lower,Equilibrium Temperature,Insolation Flux Lower ,TCE Planet Number,Stellar Effective Temperature,Stellar Effective Temperature Upper,Stellar Radius,Disposition Using Kepler Data
0.0,0,1,1,0,1.216,0.035,-0.127,0.00487,60.6,-18.2,2549.0,-4853.1,1.0,6343.0,170.0,1.417,1
0.0,0,1,0,0,1.307,0.034,-0.117,0.0138,21.7,-121.0,1682.0,-1234.69,1.0,5096.0,53.0,7.023,1
0.0,0,1,0,0,0.726,0.575,-0.086,0.0688,931.0,-1.39,392.0,-1.19,1.0,4869.0,144.0,0.543,1
0.783,0,0,0,0,0.166,0.291,-0.166,0.23,11.8,-0.12,1306.0,-222.12,1.0,6181.0,168.0,1.029,0
0.0,0,1,0,0,0.095,0.012,-0.014,0.0307,618.0,-12.1,1005.0,-88.3,1.0,5661.0,152.0,0.987,1
0.0,0,1,0,0,0.533,0.017,-0.012,0.00226,228.0,-6.79,1743.0,-759.33,1.0,5530.0,165.0,0.892,1
0.999,0,1,0,0,0.9411,0.0136,-0.6371,4.9,421.0,-0.91,3249.0,-10507.27,1.0,7296.0,226.0,1.498,1
0.0,0,0,1,1,0.219,0.249,-0.219,0.171,1.9,-0.39,2945.0,-6335.25,1.0,5216.0,67.0,3.871,1
0.0,0,1,0,0,1.07,0.066,-0.037,0.00535,95.5,-29.6,1737.0,-1215.99,1.0,6873.0,216.0,1.923,1
0.0,0,1,0,0,0.953,0.066,-0.005,0.00365,32.8,-4.13,1036.0,-99.65,1.0,6063.0,182.0,0.913,1
0.913,0,0,0,0,0.152,0.299,-0.152,0.258,7.3,-0.08,1028.0,-65.78,1.0,5600.0,75.0,1.037,0
0.23654617515476,1,0,0,0,71.3346,29.61,-8.766,2.0,640.0,-423.0,191.0,-0.07,1.0,5227.0,204.0,0.8,1
0.0,1,0,0,0,0.766,0.04,-0.029,0.00514,240.0,-3.52,1628.0,-448.84,1.0,5297.0,186.0,0.722,1
0.0,0,0,1,1,0.82,0.144,-0.576,1.1,8.6,-0.11,1068.0,-97.41,1.0,6029.0,188.0,0.956,1
0.0,1,0,1,1,0.66,0.335,-0.418,1.7,13.1,-0.08,1059.0,-84.95,1.0,6212.0,196.0,0.862,1
0.0,0,0,0,1,0.228,0.26,-0.228,0.998,14.2,-0.07,743.0,-19.1,1.0,4634.0,125.0,0.689,1
0.4326755905477032,0,0,0,1,0.0063,0.4743,-0.0061,0.268,0.9,-0.04,2356.0,-2588.52,1.0,6045.0,150.0,0.999,1
0.0,0,0,1,1,0.004,0.473,-0.004,0.606,10.0,-0.07,1193.0,-127.54,1.0,5376.0,185.0,0.806,1
0.0,0,1,0,0,0.702,0.016,-0.021,0.00725,152.0,-21.6,1793.0,-1272.22,1.0,6438.0,174.0,1.273,1
0.0,0,1,0,0,1.069,0.013,-0.015,0.00447,38.5,-21.7,727.0,-39.63,1.0,5957.0,196.0,1.286,1
0.0919631927965109,0,1,0,0,0.7452,0.1762,-0.4987,0.156,6.2,-2.01,3886.0,-45507.57,1.0,6315.0,223.0,3.075,1
0.0870409566758721,1,0,0,0,0.1531,0.3087,-0.1527,3.8,104.0,0.0,222.0,0.0,1.0,5780.0,141.215761804675,1.0,1
0.0,0,1,0,0,0.634,0.003,-0.002,0.0125,220.0,-22.3,1891.0,-2040.23,1.0,6256.0,220.0,1.514,1
0.8829508517524047,0,0,0,0,0.145,0.435,-0.1448,0.0982,3.8,-0.22,1620.0,-756.19,1.0,6534.0,147.0,1.437,0
0.0,0,1,0,0,0.883,0.094,-0.004,0.00188,0.0,-4.33,1896.0,-890.11,1.0,6267.0,169.0,0.919,1
0.0,0,1,0,0,0.231,0.009,-0.003,0.00101,22.2,-6.0,1050.0,-88.7,1.0,6387.0,157.0,1.076,1
0.0,0,1,0,0,1.065,0.03,-0.016,0.00124,13.9,-6.5,811.0,-34.15,1.0,6067.0,163.0,0.997,1
0.0,0,1,1,0,1.22,0.049,-0.15,0.685,154.0,-2.97,2173.0,-1675.26,1.0,6063.0,169.0,1.012,1
0.0,1,0,0,0,1.096170458005076,4.403490779038375,-0.464,0.5797274964020523,35.07663886404423,122.21701952797126,2109.873359706373,-32.1,1.0,5528.817066503986,72.26676373143606,5.832795870160238,1
0.0,0,1,0,0,1.074,0.087,-0.032,0.00864,137.0,-21.8,2594.0,-6396.05,1.0,6163.0,167.0,1.358,1
0.0,0,1,0,0,1.047,0.025,-0.027,0.00195,24.6,-30.1,836.0,-79.37,1.0,5575.0,167.0,1.423,1
0.126,0,0,0,0,0.755,0.342,0.4671975060642149,0.0453,59.796461468495686,-0.35,2173.0,-2848.99,1.0,6749.0,169.0,2.003,0
0.0,0,1,0,0,0.489,0.006,-0.007,0.00748,341.0,-10.4,668.0,-15.76,1.0,6860.0,167.0,1.292,1
0.0,0,1,0,0,1.165,0.007,-0.043,0.00678,196.0,-26.9,1360.0,-366.24,1.0,6292.0,198.0,1.235,1
0.0,0,1,0,0,0.357,0.004,-0.003,0.0025,174.0,-33.8,1002.0,-129.86,1.0,6794.0,189.0,1.71,1
0.4811034146332953,1,0,0,0,3.239211231229502,0.011,-2.409,0.3313506955718245,306.2655621100933,53.22935382681251,1323.7043406827313,8644.895578012802,2.0,6445.889958708276,180.57571887467049,2.509380259668962,1
0.0,0,1,0,0,0.83,0.005,-0.007,0.00463,95.4,-67.7,2630.0,-5765.39,1.0,5017.0,52.0,4.293,1
0.0,0,1,0,0,0.51,0.01,-0.014,0.00772,627.0,-5.04,1230.0,-144.87,1.0,5810.0,157.0,0.781,1
0.0,0,1,0,0,1.197,0.064,-0.047,0.0189,75.5,-6.67,554.0,-8.15,1.0,5941.0,159.0,0.917,1
0.0,1,0,0,0,0.995,0.028,-0.705,0.0,0.6,-0.32,1571.0,-831.78,1.0,6313.0,177.0,1.594,1
0.0,0,1,0,0,0.877,0.096,-0.013,0.0025,53.2,-3.46,987.0,-64.16,1.0,6109.0,183.0,0.931,1
0.0,0,1,0,0,0.956,0.045,-0.028,0.0512,62.0,-1.58,428.0,-2.34,1.0,6053.0,162.0,0.949,1
0.0,0,0,1,1,0.78,0.175,-0.537,0.178,11.9,-0.13,1428.0,-288.97,3.0,6053.0,162.0,0.949,1
0.0,0,1,0,0,0.63,0.054,-0.038,0.0193,1710.0,-15.8,2045.0,-1820.43,1.0,6126.0,165.0,1.176,1
0.0,0,0,0,1,0.185,0.291,-0.184,0.25,5.2,-0.04,1404.0,-236.14,1.0,5096.0,153.0,0.737,1
0.016,0,0,1,0,0.243,0.216,-0.243,0.108,38.4,-0.14,1643.0,-483.07,1.0,4331.0,151.0,0.666,1
0.0,1,0,1,1,1.254,0.133,-0.091,0.0663,13.6,-2.34,1873.0,-806.74,1.0,5459.0,191.0,0.797,1
0.971,0,0,0,0,0.088,0.375,-0.088,0.408,14.1,-0.06,1007.0,-60.96,1.0,5497.0,147.0,0.809,0
0.0,1,0,0,0,0.494,0.06,-0.435,0.715,2.7,-0.15,3163.0,-10301.81,1.0,7257.0,230.0,1.631,1
0.0,0,1,0,0,1.145,2.512,-0.225,0.0209,266.0,-3.64,1709.0,-571.42,2.0,5134.0,170.0,0.721,1
0.0,0,1,0,0,0.324,0.007,-0.003,0.00199,113.0,-24.3,1815.0,-1441.09,1.0,6472.0,146.0,1.579,1
0.902,0,0,0,0,0.033,0.426,-0.033,0.595,46.0,-0.1,242.0,-0.11,1.0,5751.0,78.0,0.94,0
0.0,0,1,0,0,1.046,0.011,-0.016,0.00443,48.4,-10.1,759.0,-31.94,1.0,5691.0,152.0,1.031,1
0.327672881924379,0,0,1,1,0.9866,0.002,-0.6946,1.3,5.2,-1.56,1533.0,-1049.27,1.0,5446.0,196.0,2.39,1
0.0,0,0,1,1,0.719,0.23,-0.513,0.135,4.9,-0.3,2308.0,-3440.04,1.0,6781.0,182.0,1.651,1
0.0,0,1,0,0,1.467,0.006,-0.131,0.00178,9.4,-32.1,1176.0,-241.75,1.0,6328.0,181.0,1.45,1
0.0,1,0,0,0,1.257,0.143,-0.085,0.00817,5.3,-3.25,1800.0,-708.94,1.0,5237.0,156.0,0.74,1
0.041,1,0,0,0,0.327,0.138,-0.327,2.4,72.8,-0.22,302.0,-0.67,2.0,6168.0,219.0,0.96,1
0.0,1,0,0,0,1.8347224665902928,15.340887283422957,-0.187,0.118491197820354,77.96821964563671,-0.11,675.9467860226912,-61.53,1.0,5996.259614111121,126.44467610917796,0.0047092625322187,1
0.0,0,1,0,0,0.375,0.008,-0.001,0.00612,226.0,-49.9,2905.0,-11623.88,1.0,7279.0,230.0,2.624,1
0.001,0,1,1,0,0.768,0.191,-0.535,0.566,17.7,-0.07,907.0,-47.87,1.0,4205.0,125.0,0.578,1
0.0,1,0,1,0,0.534,0.007,-0.505,0.238,3.4,-0.15,2796.0,-5836.12,1.0,6720.0,161.0,1.368,1
0.0,0,1,0,0,1.25,0.068,-0.052,0.00267,7.4,-30.3,1174.0,-180.2,1.0,5092.0,60.0,3.54,1
0.875,0,0,0,0,0.502,0.463,-0.301,0.429,5.6,-0.27,1132.0,-178.56,1.0,5530.0,82.0,1.575,0
1.0,1,0,1,0,0.0006,0.4701,-0.0006,0.425,10.9,-0.3,999.0,-118.57,1.0,6290.0,170.0,1.385,1
0.0,0,1,0,0,0.986,0.017,-0.015,0.00225,33.1,-45.8,2092.0,-3303.99,1.0,6389.0,181.0,1.947,1
0.0,0,0,1,1,0.004,0.714,-0.004,1.2,39.5,-0.8,741.0,-12.6,1.0,4850.0,63.0,4.696,1
0.0,0,1,0,0,0.531,0.007,-0.005,0.028,71.7,-14.9,1878.0,-1355.56,1.0,7079.0,74.0,2.634,1
0.0,0,1,0,0,0.705,0.006,-0.003,0.01,166.0,-6.13,1291.0,-261.58,1.0,5566.0,149.0,0.967,1
0.0,1,0,0,0,0.0597299914887214,2.5613174871592075,-0.594,0.1260880724560532,77.65420252543973,177.1023124202574,783.4667561205316,-777.12,1.0,5999.729048609879,241.8453160062897,8.472859740663651,1
0.894,0,0,0,0,0.058,0.399,-0.058,0.11,6.7,-0.02,1633.0,-197.91,1.0,5508.0,74.0,0.84,0
0.0,1,0,0,0,0.753,0.008,-0.015,0.00132,29.2,-16.8,1204.0,-218.43,1.0,6316.0,158.0,1.333,1
0.789,0,0,0,0,0.205,0.246,-0.205,0.514,67.7,-0.38,589.0,-10.19,1.0,6520.0,158.0,1.215,0
0.0,0,1,0,0,0.356,0.008,-0.005,0.00282,40.5,-26.0,1014.0,-156.59,1.0,6590.0,179.0,2.474,1
0.0,0,1,0,0,0.6,0.006,-0.009,0.00993,287.0,-14.3,592.0,-12.32,1.0,5527.0,166.0,1.073,1
0.0,0,1,0,0,1.149,0.098,-0.179,0.0564,152.0,-4.15,242.0,-0.22,1.0,5432.0,187.0,0.745,1
0.0,1,0,0,0,0.0946619491155066,0.401,-0.057,0.5751610330356478,55.41230561853605,36.51317139899653,1171.414352009199,-836.53,1.0,4841.48134183917,72.44568467483438,3.685320989618853,1
0.0,0,1,0,0,0.775,0.004,-0.033,0.00187,61.7,-4.3,515.0,-4.77,1.0,5068.0,151.0,0.73,1
0.0,0,1,0,0,0.27,0.004,-0.005,0.00353,70.1,-5.36,392.0,-1.91,1.0,5442.0,178.0,0.841,1
0.0,0,1,0,0,0.719,0.048,-0.038,0.0114,380.0,-15.2,2547.0,-3965.08,1.0,7141.0,200.0,1.563,1
0.0,0,1,1,0,1.276,0.232,-0.145,0.0174,11.0,-15.0,1661.0,-1060.02,1.0,6331.0,192.0,1.326,1
0.0,0,1,0,0,0.372,0.007,-0.004,0.00325,240.0,-4.78,509.0,-4.29,1.0,4464.0,132.0,0.719,1
0.001,0,1,0,0,1.189,0.024,-0.019,0.00542,24.5,-5.17,1501.0,-375.84,1.0,5930.0,184.0,0.976,1
0.0,1,0,0,0,0.002,6.041208864682343,-0.658,0.025183758191588,24.2,-0.09,215.823163405528,-101.48,2.0,5050.312251894403,134.11328078924345,1.296,1
0.206,0,0,0,0,0.811,0.163,-0.566,0.509,30.7,-2.44,792.0,-64.05,2.0,7128.0,224.0,3.811,0
0.193,0,0,1,0,0.596,0.382,-0.389,0.185,14.1,-0.12,1686.0,-614.1,1.0,6142.0,171.0,1.046,1
0.0,0,1,0,0,0.5,0.066,-0.053,0.0019,0.0,-20.3,1555.0,-635.93,1.0,8144.0,226.0,1.914,1
0.0,0,1,0,0,1.153,0.047,-0.029,0.0017,10.0,-6.77,1716.0,-645.35,1.0,6469.0,145.0,1.193,1
0.0,0,1,0,0,1.277,6.931,-0.025,0.0391,31.3,-3.56,704.0,-18.36,1.0,5152.0,153.0,0.786,1
0.0,0,1,0,0,0.317,0.006,-0.001,0.0025,39.9,-21.0,1603.0,-798.11,1.0,6526.0,181.0,1.482,1
0.0,0,1,0,0,0.993,0.017,-0.019,0.0322,518.0,-407.0,2063.0,-3999.94,1.0,5467.0,267.0,4.055,1
0.989,0,0,0,0,0.116,0.339,-0.116,0.284,8.0,-0.16,1177.0,-171.57,1.0,6463.0,155.0,1.225,0
0.0,1,0,1,1,0.007,0.447,-0.007,1.7,13.4,-0.09,606.0,-9.22,1.0,4995.0,151.0,0.698,1
0.0,0,1,0,0,0.404,0.015,-0.006,0.00203,404.0,-4.03,1505.0,-318.79,1.0,4794.0,144.0,0.625,1
0.0,0,0,0,1,0.469,0.475,-0.252,0.567,3.7,-0.02,1651.0,-221.78,1.0,5869.0,70.0,0.942,1
0.973,0,0,0,0,0.312,0.147,-0.312,0.156,16.8,-0.08,1391.0,-248.45,1.0,4893.0,161.0,0.739,0
0.0,0,1,0,0,0.636,0.004,-0.004,0.0198,306.0,-13.5,1733.0,-1210.78,1.0,5757.0,155.0,1.177,1
0.996,0,0,0,0,0.318,0.155,-0.318,0.384,9.1,-0.21,1291.0,-294.93,1.0,5653.0,154.0,1.163,0
0.0,0,1,1,1,1.016,1.367,-0.249,2.0,10.6,-0.23,831.0,-30.44,1.0,5047.0,176.0,0.766,1
0.0,1,0,1,1,0.223,0.246,-0.223,1.2,12.4,-0.07,778.0,-20.93,1.0,4920.0,146.0,0.691,1
0.0,0,0,0,1,0.557,0.012,-0.478,1.0,9.9,-0.09,1056.0,-83.28,1.0,6060.0,181.0,0.925,1
0.0,0,0,1,1,0.775,0.18,-0.558,0.629,2.6,-0.06,1054.0,-83.56,1.0,5952.0,160.0,0.971,1
0.0,0,1,0,0,0.989,0.059,-0.083,0.00793,111.0,-5.06,657.0,-11.86,1.0,6011.0,162.0,0.902,1
0.0,1,0,0,1,0.615,0.344,-0.392,0.246,1.5,-0.11,2633.0,-4305.62,1.0,5966.0,80.0,1.349,1
0.0,1,0,0,1,0.974,0.003,-0.679,0.269,4.9,-0.15,2457.0,-3070.92,1.0,6395.0,176.0,1.049,1
0.0,1,0,1,1,0.648,0.283,-0.43,0.327,4.4,-0.09,2260.0,-1864.62,1.0,6075.0,189.0,0.969,1
0.0,1,0,0,1,0.982,0.007,-0.698,0.131,11.6,-0.15,2160.0,-1473.42,1.0,5836.0,182.0,0.97,1
0.0,1,0,1,1,0.393,0.113,-0.393,0.176,4.0,-0.14,2432.0,-3143.59,1.0,6100.0,181.0,1.093,1
0.0,0,0,1,1,0.33,0.148,-0.33,0.637,7.1,-0.17,2289.0,-3082.69,1.0,5576.0,183.0,1.132,1
0.0,1,0,0,1,0.77,0.169,-0.516,0.166,5.3,-0.11,2383.0,-2333.04,1.0,6273.0,169.0,1.021,1
0.0,0,1,0,0,0.57,0.006,0.0,0.00145,35.0,-3.41,798.0,-29.77,1.0,6214.0,175.0,1.022,1
0.0,0,1,0,0,0.458,0.005,0.0,0.00112,57.8,-3.94,463.0,-3.26,1.0,5294.0,159.0,0.79,1
0.0,1,0,0,0,1.179,0.048,-0.008,0.864937757679964,63.69174671261496,-10.9,1038.0,-171.4,1.0,5930.0,196.0,1.473,1
0.0,0,1,0,0,0.259,0.011,-0.005,0.0142,343.0,-3.34,1460.0,-258.99,1.0,5863.0,158.0,0.821,1
0.721,0,0,0,0,0.096,0.355,-0.096,0.449,3.8,-0.24,1266.0,-314.26,1.0,6056.0,183.0,1.597,0
0.0,1,0,0,0,0.72,0.323,-0.26,1.2,8.9,-0.4,2480.0,-4712.32,1.0,7117.0,197.0,2.09,1
0.0,1,0,0,0,0.707,0.86,-0.707,3.1,7.2,-0.19,837.0,-44.45,1.0,6602.0,158.0,1.269,1
0.991,0,0,0,0,0.479,0.486,-0.268,0.209,7.3,-0.08,1653.0,-553.28,1.0,6187.0,175.0,0.937,0
0.0,0,1,0,0,0.455,0.006,-0.006,0.00269,121.0,-27.2,2328.0,-3516.54,1.0,6962.0,192.0,1.62,1
0.0,1,0,1,0,1.215,0.183,-0.118,0.923,13.3,-1.83,1590.0,-409.76,1.0,5662.0,169.0,0.84,1
0.0,0,1,0,0,1.003,0.037,-0.009,0.00107,0.0,-25.9,2795.0,-8231.34,1.0,6980.0,168.0,1.755,1
1.0,0,0,0,0,0.532,0.452,-0.32,0.171,21.6,-0.07,1135.0,-95.16,1.0,5636.0,152.0,0.734,0
0.0,1,0,1,0,0.352,0.083,-0.352,0.191,3.2,-0.04,1444.0,-225.78,1.0,4556.0,136.0,0.615,1
0.0,0,1,0,0,0.315,0.006,-0.004,0.0138,153.0,-84.7,972.0,-190.52,1.0,5934.0,208.0,3.075,1
0.0,0,1,0,0,0.093,0.036,-0.087,0.00703,494.0,-58.4,2178.0,-4136.96,1.0,5977.0,178.0,2.077,1
1.01188143710659,1,0,0,0,0.081,0.4609,-0.0808,0.725,93.6,-0.2,520.0,-5.53,1.0,6343.0,158.0,1.137,1
0.433,0,0,0,0,0.711,0.252,-0.477,0.51,18.4,-0.16,467.0,-3.43,1.0,6499.0,144.0,1.169,0
0.001,1,0,1,0,0.485,0.482,-0.276,0.895,156.0,-0.26,251.0,-0.27,1.0,5941.0,166.0,0.885,1
0.0,0,1,0,0,0.931,0.024,-0.023,0.00208,29.1,-29.3,1852.0,-1767.04,1.0,6499.0,184.0,1.497,1
0.0,1,0,1,0,0.021,0.67,-0.021,0.076,65.2,-0.11,2360.0,-2271.61,1.0,6240.0,169.0,0.929,1
0.1882609036119668,1,0,0,0,0.3252,0.1405,-0.325,1.7,11.0,-0.25,266.0,-0.56,1.0,6099.0,159.0,1.212,1
0.996,0,0,0,0,0.966,0.01,-0.693,0.139,6.5,-0.1,1805.0,-762.46,1.0,6000.0,167.0,0.946,0
0.0,0,1,0,0,0.458,0.006,-0.007,0.00287,153.0,-2.75,628.0,-7.64,1.0,5290.0,159.0,0.648,1
0.0,0,1,0,0,0.957,0.03,-0.035,0.00381,46.2,-16.7,771.0,-40.22,1.0,6039.0,181.0,1.278,1
0.947,0,0,0,0,0.673,0.269,-0.445,0.65,43.8,-0.12,218.0,-0.13,1.0,5366.0,160.0,0.715,0
0.7954667601343021,0,0,0,0,0.2136,0.2748,-0.2133,0.358,45.6,-0.15,784.0,-26.11,1.0,5962.0,174.0,1.019,0
0.0,0,1,0,0,0.917,0.079,-0.038,0.00886,236.0,-11.8,2464.0,-3338.83,1.0,6679.0,160.0,1.326,1
0.0,0,1,0,0,0.661,0.016,-0.014,0.00598,196.0,-48.6,2422.0,-5472.79,1.0,7128.0,256.0,2.135,1
0.0,1,0,0,0,0.728,0.057,-0.727,2.6,5.4,-0.8,2348.0,-4694.06,1.0,6628.0,160.0,2.595,1
0.0,0,0,1,0,0.317,0.132,-0.317,0.0274,2.2,-0.63,3141.0,-16731.76,1.0,5927.0,195.0,1.607,1
0.582,0,0,0,0,0.818,0.145,-0.612,0.4,8.0,-0.46,664.0,-23.68,1.0,5747.0,77.0,1.729,0
0.0,0,1,1,1,0.051,0.416,-0.051,0.198,5.2,-0.06,1072.0,-85.45,1.0,4237.0,113.0,0.631,1
0.0,1,0,1,1,0.161,0.339,-0.161,0.579,2.0,-0.39,3459.0,-25583.88,1.0,6619.0,187.0,2.23,1
0.0,1,0,1,1,0.412,0.065,-0.412,0.432,5.9,-0.16,1756.0,-943.89,1.0,5600.0,166.0,1.118,1
0.378,0,0,0,0,0.352,0.113,-0.352,0.437,51.7,-0.12,674.0,-13.49,1.0,5334.0,186.0,0.727,0
0.0,0,0,0,1,0.34,0.114,-0.34,1.6,7.6,-0.21,674.0,-23.76,1.0,5846.0,140.0,1.323,1
0.0,0,1,0,0,1.006,0.08,-0.049,0.00934,64.2,-17.9,1375.0,-447.58,1.0,7199.0,201.0,1.95,1
0.3978299736707907,0,0,0,0,0.6327,0.0053,-0.503,0.601,12.3,-0.07,648.0,-11.25,1.0,5628.0,169.0,0.81,0
0.235,0,0,0,0,0.308,0.268,-0.307,0.338,156.0,-0.19,507.0,-4.12,1.0,5685.0,152.0,0.886,0
0.0,0,0,0,1,0.463,0.07,-0.463,8.1,15.1,-0.39,2049.0,-2514.7,1.0,6306.0,189.0,1.874,1
0.0,0,1,0,0,1.167,0.085,-0.068,0.00451,31.3,-11.3,1053.0,-131.35,1.0,5594.0,149.0,1.071,1
0.0,0,1,0,0,0.971,0.215,-0.094,0.0108,225.0,-5.37,2106.0,-1389.94,1.0,6108.0,165.0,0.997,1
0.0,0,0,1,1,0.039,0.419,-0.039,0.197,11.3,-0.11,2223.0,-1903.13,1.0,6406.0,155.0,1.005,1
0.999,0,0,0,0,0.23,0.224,-0.23,0.166,11.6,-0.08,1917.0,-939.37,1.0,5220.0,157.0,0.881,0
0.0,0,1,0,0,0.718,0.025,-0.021,0.00714,184.0,-4.01,605.0,-8.73,1.0,5246.0,156.0,0.668,1
0.0,0,0,1,1,0.404,0.064,-0.404,1.6,8.0,-0.12,1434.0,-385.63,1.0,5741.0,173.0,0.884,1
0.0,0,1,0,0,1.19,0.11,-0.056,0.00707,45.1,-5.07,1453.0,-209.14,1.0,6309.0,75.0,1.396,1
0.0,0,1,0,0,0.667,0.004,-0.003,0.00069,32.1,-11.7,1000.0,-89.47,1.0,5865.0,79.0,1.423,1
0.0,0,1,0,0,1.116,0.056,-0.045,0.00664,41.0,-29.1,1996.0,-2308.36,1.0,6425.0,162.0,1.718,1
0.0,0,1,1,1,0.129,0.336,-0.129,0.224,2.9,-0.09,2192.0,-2003.13,1.0,6028.0,162.0,1.078,1
0.0,0,0,1,1,0.272,0.185,-0.272,0.181,35.5,-0.15,932.0,-50.62,1.0,5941.0,166.0,0.911,1
0.0,0,1,0,0,1.077,0.052,-0.045,0.00768,146.0,-34.7,1846.0,-1578.66,1.0,8162.0,226.0,2.321,1
0.0,1,0,0,0,0.579,0.006,-0.005,0.00379,131.0,-20.3,2344.0,-3297.78,1.0,6300.0,158.0,1.404,1
0.0,0,1,0,0,0.583,0.01,-0.009,0.0171,422.0,-11.5,486.0,-5.06,1.0,5979.0,179.0,1.054,1
0.0,0,1,0,0,0.791,0.014,-0.007,0.008,97.9,-108.0,1972.0,-3104.35,1.0,7221.0,199.0,4.24,1
0.0,0,1,0,0,0.427,0.008,-0.007,0.00224,173.0,-4.6,1992.0,-563.32,1.0,6440.0,77.0,1.183,1
0.0,0,1,0,1,0.565,0.391,-0.347,0.122,3.3,-0.41,2489.0,-4489.16,1.0,5712.0,77.0,1.872,1
0.0,0,0,1,1,0.893,0.074,-0.674,0.197,17.4,-0.07,743.0,-18.8,1.0,4186.0,146.0,0.635,1
0.0,0,1,0,0,1.013,0.109,-0.104,0.00347,40.8,-5.77,931.0,-52.13,1.0,6024.0,190.0,0.9,1
0.0,0,1,0,0,1.165,0.096,-0.15,0.0107,172.0,-4.04,1389.0,-258.21,1.0,5229.0,157.0,0.692,1
0.5009001875991596,1,0,0,0,0.427,0.27,-0.0133,0.1353920246768561,423.7989932661576,165.9197016710532,1530.2190638326065,-3.38,1.0,5552.016525700639,133.54277885898523,7.913,1
0.0,0,1,0,0,0.434,0.026,-0.015,0.00768,56.0,-15.4,2102.0,-2938.33,1.0,6348.0,170.0,1.99,1
1.0,0,0,1,0,0.226,0.2499,-0.2256,1.6,16.6,-0.09,437.0,-2.21,1.0,5833.0,195.0,0.775,1
0.0,0,1,0,0,0.719,0.015,-0.018,0.175,10.4,-4.57,1141.0,-159.68,1.0,5043.0,65.0,3.956,1
0.0,0,1,0,0,0.686,0.014,-0.012,0.0281,391.0,-66.6,1755.0,-1717.93,1.0,6562.0,210.0,2.263,1
0.0,0,1,0,0,0.306,0.021,-0.008,0.0032,205.0,-5.59,1051.0,-103.59,1.0,5655.0,186.0,0.854,1
0.0,0,1,0,0,1.179,0.2,-0.104,0.0123,51.2,-6.71,257.0,-0.38,1.0,5712.0,169.0,0.971,1
0.0,0,1,0,0,0.798,0.018,-0.005,0.00425,69.9,-56.7,1212.0,-425.87,1.0,5605.0,168.0,2.275,1
0.006,0,0,1,0,0.436,0.045,-0.436,1.2,7.0,-0.14,1249.0,-198.39,1.0,6598.0,185.0,1.145,1
0.2022356314635875,0,1,0,1,0.6778,0.2191,-0.4516,0.8,4.3,-0.04,860.0,-30.37,1.0,5017.0,194.0,0.605,1
0.0,0,1,0,0,1.182,0.186,-0.118,0.461,1220.0,-6.83,1221.0,-138.83,1.0,5328.0,160.0,0.716,1
0.7491833653684341,0,0,0,0,0.9703179114902756,6.469926344718608,0.7025121817347033,0.5203480873388611,9.2,-0.08,591.1683501291304,18649.74288678845,3.0,6237.610017873329,142.23824563748602,1.5526919480479875,0
0.0,0,0,0,0,0.581,0.1241294972806597,-0.005,0.1480125899436411,3.7,229.05315986133667,2493.389644406768,-10.72,1.0,3501.981016929401,180.9817343455036,6.51535746762296,0
0.039,1,0,1,0,0.01,0.44,-0.01,0.395,20.3,-0.14,1258.0,-202.2,1.0,5525.0,182.0,0.93,1
0.0,0,0,0,1,0.564,0.405,-0.345,0.222,1.5,-0.18,2137.0,-2447.08,1.0,6773.0,183.0,1.69,1
0.0,1,0,0,0,0.249,0.224,-0.249,0.401,4.2,-0.07,2116.0,-1576.66,1.0,6224.0,148.0,1.096,1
0.0,0,1,0,0,0.572,0.009,-0.001,0.00212,26.1,-7.02,789.0,-58.8,1.0,5963.0,434.0,1.134,1
0.0,0,1,1,1,0.985,0.006,-0.686,0.327,6.5,-0.13,2027.0,-1214.44,1.0,5707.0,189.0,0.828,1
0.0,0,0,0,1,0.575,0.409,-0.355,0.267,10.6,-0.11,2270.0,-1931.94,1.0,6046.0,190.0,1.007,1
0.0,0,1,1,0,1.148,0.049,-0.04,0.00461,55.3,-6.41,1648.0,-606.83,1.0,6117.0,193.0,1.025,1
0.0,0,1,0,0,0.157,0.01,0.0,0.00059,36.4,-4.66,787.0,-26.16,1.0,6343.0,171.0,0.931,1
0.0,0,1,0,0,0.798,0.02,-0.033,0.00174,45.2,-2.68,621.0,-8.8,1.0,4448.0,132.0,0.563,1
0.0,0,1,0,0,0.983,0.007,-0.019,0.00309,57.1,-3.44,819.0,-26.41,1.0,5578.0,169.0,0.754,1
0.0,0,0,1,0,0.77,11.0198649422283,-0.428,0.3072331118123168,25.9,-110.0,7492.0,-580197.1,1.0,3681.0,43.0,229.908,1
0.052860608091805,0,0,0,0,2.029958310338128,0.057,-0.029,0.2629698739261146,39.0,93.90638303757294,1712.0,3168.713610677967,1.0,5739.757972737966,58.19919687236484,4.707985709660769,0
0.0,0,1,0,0,0.756,0.17,-0.002,0.0031,87.9,-8.48,1454.0,-412.92,1.0,6318.0,199.0,1.077,1
0.997,0,0,0,0,0.661,0.287,-0.432,0.168,16.1,-0.13,1133.0,-131.06,1.0,6152.0,193.0,1.009,0
0.0,0,1,0,0,0.393,0.081,-0.023,0.00279,172.0,-3.82,1416.0,-252.78,1.0,4429.0,154.0,0.736,1
