Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter,mpact Parameter Upper,Impact Parameter Lower,Transit Duration Upper,Transit Depth Upper,Planetary Radius Lower,Equilibrium Temperature,Insolation Flux Lower ,TCE Planet Number,Stellar Effective Temperature,Stellar Effective Temperature Upper,Stellar Radius,Disposition Using Kepler Data
0.0,0,1,0,0,1.373,39.03,-1.238,0.0743,118.0,-9.68,1494.0,-507.62,1.0,6313.0,200.0,1.098,1
0.994,0,0,0,0,0.399,0.052,-0.399,0.155,8.0,-0.04,1872.0,-477.21,2.0,5594.0,75.0,0.934,0
0.0,0,0,1,0,1.264,66.21,-0.005,0.0978,91.8,-168.0,1261.0,-337.24,1.0,4727.0,56.0,13.547,1
0.0,1,0,1,1,0.892,0.007,-0.017,0.446,31.1,-0.55,303.0,-0.64,1.0,5555.0,166.0,0.811,1
0.0,1,0,1,1,1.27,0.15,-0.1,0.142,23.0,-5.01,2106.0,-1634.94,1.0,6220.0,169.0,1.056,1
0.0,0,0,0,0,0.405,0.067,-0.405,0.0501,3.3,-0.17,1783.0,-943.67,1.0,6438.0,181.0,1.166,0
0.296947583340741,0,1,0,0,1.0871,1.243,-0.3132,0.0391,999.0,-3.73,1514.0,-335.2,1.0,5048.0,172.0,0.707,1
0.3033430958946231,0,1,0,0,1.3292,0.2668,-0.2371,0.00831,44.4,-7.57,1845.0,-995.63,1.0,5400.0,200.0,0.978,1
0.0,0,1,0,0,0.489,0.034,-0.032,0.0269,1680.0,-7.9,1569.0,-479.51,1.0,5455.0,191.0,0.897,1
0.0,0,1,0,0,5.25,36.62,-0.078,0.0346,360.0,-20.8,888.0,-38.6,1.0,4577.0,162.0,0.557,1
0.0,0,1,0,0,0.75,0.067,-0.051,0.0231,1320.0,0.0,546.0,0.0,1.0,5780.0,137.84248139626055,1.0,1
0.0,0,1,0,0,1.066,0.11,-0.079,0.00654,127.0,-25.3,840.0,-74.91,1.0,5642.0,186.0,1.415,1
0.0,0,1,0,0,0.743,0.012,-0.013,0.0102,232.0,-116.0,2013.0,-3602.81,1.0,5510.0,219.0,2.649,1
0.0,0,1,0,0,0.965,0.261,-0.129,0.0311,530.0,-14.9,1045.0,-130.56,1.0,6366.0,176.0,1.296,1
0.0,0,1,0,0,0.642,0.02,-0.02,0.00956,1240.0,0.0,1277.0,0.0,1.0,5780.0,155.22985052549714,1.0,1
0.0,0,0,0,0,0.902,0.013,-0.629,0.11,45.5,-12.5,2336.0,-5901.49,1.0,7358.0,203.0,4.037,0
0.0,1,0,1,0,0.958,1.367,-0.043,0.062,77.4,-1.03,859.0,-34.52,2.0,5662.0,186.0,0.805,1
0.0,1,0,1,0,0.0091957417109854,0.1207,0.6229534440411555,0.4429956700398961,47.51967344714872,91.76588273646864,2226.4216977536635,25466.4601452777,1.0,5440.402621603232,187.66870702736736,7.666978629809344,1
0.0,0,1,0,0,0.773,0.11,-0.081,0.0232,3400.0,0.0,2082.0,0.0,1.0,5780.0,115.8997861737506,1.0,1
0.086,0,0,1,0,1.269,0.267,-0.175,0.0196,40.5,-1.93,1224.0,-129.89,1.0,4628.0,162.0,0.653,1
0.0,0,1,1,0,0.646,0.102,-0.242,0.0572,2.0,-2.4,3226.0,-19376.75,1.0,5596.0,168.0,3.938,1
0.0,0,1,0,0,1.282,0.12,-0.084,0.0109,58.1,-5.29,1836.0,-834.54,1.0,6247.0,198.0,0.954,1
0.0,1,0,0,0,0.681,0.017,-0.017,0.0259,703.0,-54.8,2721.0,-8701.88,2.0,7479.0,235.0,2.324,1
0.006,0,1,0,0,0.637,0.007,-0.009,0.0787,11.2,-19.3,777.0,-71.73,1.0,5145.0,179.0,3.866,1
0.0,0,1,1,0,1.212,1.44,-0.133,0.0236,5.3,-4.17,1813.0,-899.75,1.0,6397.0,151.0,1.157,1
0.0,0,0,0,0,1.161,10.54,-0.021,0.0147,262.0,-1.48,827.0,-22.05,1.0,3644.0,40.0,0.389,0
0.996,0,0,0,0,0.935,5.681,-0.029,0.0472,87.2,-2.25,304.0,-0.77,1.0,5631.0,84.0,1.263,0
1.0,0,0,0,0,0.001,0.511,-0.001,0.288,97.1,-0.13,211.0,-0.07,2.0,4243.0,84.0,0.641,0
0.0,0,1,1,1,1.207,5.812,-0.038,0.0795,14.1,-1.41,1225.0,-124.03,1.0,5562.0,169.0,0.756,1
0.0,0,0,1,0,1.193,11.56,-0.04,0.0721,21.1,-2.98,1668.0,-601.05,1.0,6384.0,179.0,1.086,1
0.0,0,1,0,0,0.935,0.004,-0.013,0.297,8.0,-10.9,2618.0,-5481.83,1.0,4694.0,69.0,12.701,1
0.0,0,0,1,0,0.164,0.296,-0.164,0.508,8.0,-0.06,1453.0,-283.59,1.0,5520.0,166.0,0.818,1
0.0,0,1,1,1,1.227,3.02,-0.15,0.104,5.4,-3.68,1847.0,-939.96,1.0,6140.0,170.0,1.053,1
0.0,0,1,0,0,0.851,0.086,-0.069,0.0114,517.0,-105.0,1837.0,-2442.77,1.0,5299.0,211.0,2.761,1
0.0,0,1,0,0,1.285,0.551,-0.303,0.0332,1430.0,0.0,1419.0,0.0,1.0,5780.0,168.33240624839618,1.0,1
0.636,0,0,0,0,0.149,0.316,-0.149,0.356,19.2,-0.54,1092.0,-148.42,2.0,6642.0,105.0,1.846,0
0.0,0,1,0,0,1.198,24.64,-0.027,0.0224,306.0,-1.94,782.0,-18.1,1.0,3979.0,71.0,0.544,1
0.0,0,1,0,0,0.334,0.01,-0.018,0.0116,372.0,-4.94,1289.0,-221.47,1.0,5977.0,188.0,0.931,1
0.0,0,1,0,0,1.036,4.346,-0.339,0.0317,832.0,-3.13,294.0,-0.44,1.0,5704.0,152.0,0.804,1
0.0,0,1,0,0,0.815,0.596,-0.194,0.0602,1480.0,0.0,577.0,0.0,1.0,5780.0,155.11092287520933,1.0,1
0.873,0,0,0,0,0.767,0.033,-0.544,0.258,4.2,-0.09,1607.0,-467.13,3.0,5700.0,114.0,1.176,0
0.0,0,1,1,1,4.676,1.538,-0.542,0.0544,21.1,-350.0,1363.0,-509.16,1.0,6327.0,154.0,2.433,1
0.0,0,1,0,0,0.786,0.302,-0.175,0.017,1170.0,-15.9,1194.0,-234.75,1.0,6572.0,181.0,1.418,1
0.0,0,1,0,0,0.966,0.911,-0.109,0.0144,164.0,-2.77,1829.0,-818.36,1.0,5441.0,189.0,0.791,1
0.0,0,1,0,0,1.258,60.12,-0.118,0.052,30.9,-18.8,473.0,-6.92,1.0,5770.0,159.0,1.685,1
0.0,0,0,1,0,1.262,0.355,-0.202,0.0691,16.9,-5.74,1815.0,-935.82,1.0,6505.0,179.0,1.228,1
1.0,0,0,1,0,0.932,0.005,-0.009,0.0867,38.1,-0.96,1303.0,-251.08,1.0,6586.0,164.0,1.207,1
0.0,0,0,1,0,0.881,0.021,-0.614,0.126,12.3,-22.3,2366.0,-6794.35,1.0,5122.0,106.0,9.828,1
0.6390575770799566,0,0,1,0,11.6846,1.516,-10.45,0.179,264.0,-31.6,262.0,-0.23,2.0,4932.0,145.0,0.492,1
1.0,0,0,0,0,0.851,0.091,-0.616,0.149,488.0,-0.82,1159.0,-143.72,1.0,6161.0,193.0,1.053,0
0.0,0,1,1,0,1.193,2.539,-0.039,0.0376,15.5,-2.08,1550.0,-417.66,1.0,5319.0,159.0,0.734,1
0.0,0,1,1,0,0.974,6.665,-0.018,1.0,22.1,-0.31,268.0,-0.33,1.0,5869.0,147.0,0.892,1
1.0,0,1,0,0,0.409,0.041,-0.365,0.195,24.5,-7.72,734.0,-31.27,1.0,4991.0,86.0,7.506,1
1.0,0,0,0,0,1.23,6.923,-0.605,0.172,22.2,-57.5,751.0,-70.44,1.0,5258.0,159.0,2.78,0
1.0,0,0,0,0,0.035,0.406,-0.035,0.0554,2.9,-0.06,1343.0,-155.62,1.0,5705.0,103.0,1.026,0
0.0,0,1,1,0,1.268,0.151,-0.097,0.0123,40.6,-4.34,1064.0,-103.01,1.0,5802.0,191.0,0.794,1
0.0,0,1,0,0,0.795,0.072,-0.058,0.0113,410.0,-10.4,873.0,-55.62,1.0,6289.0,197.0,1.142,1
0.963,0,0,0,0,0.248,0.05,-0.075,0.0292,16.7,-0.47,264.0,-0.2,1.0,5725.0,102.0,0.913,0
0.0,0,1,0,0,0.441,0.003,-0.004,0.00488,363.0,-23.6,1846.0,-1029.17,1.0,6569.0,157.0,1.235,1
0.0,0,1,0,0,0.692,0.013,-0.011,0.0219,744.0,0.0,697.0,0.0,1.0,5780.0,184.96244585074464,1.0,1
0.0,0,1,1,0,1.522,0.242,-0.155,0.0223,146.0,-139.0,1285.0,-569.09,1.0,5516.0,230.0,2.178,1
0.0,0,0,1,0,6.286,25.85,-0.359,0.0248,1730.0,0.0,725.0,0.0,1.0,5780.0,155.73314688188484,1.0,1
0.0,0,1,0,0,0.511,0.011,-0.014,0.015,488.0,-161.0,3329.0,-23811.01,1.0,8796.0,242.0,3.278,1
0.0,0,1,0,0,1.439,0.052,-0.05,0.00762,131.0,-12.0,2157.0,-1615.38,1.0,6025.0,190.0,0.999,1
0.0,0,1,1,1,3.651,0.703,-0.063,0.0432,13.9,-92.1,1689.0,-932.24,1.0,6432.0,155.0,1.345,1
0.0,0,0,0,0,0.105,0.352,-0.105,4.1,17.1,-0.32,879.0,-68.48,4.0,6432.0,155.0,1.345,0
0.0,0,1,0,0,0.846,0.046,-0.037,0.00587,149.0,-8.63,1978.0,-1284.87,1.0,6690.0,185.0,1.174,1
0.0,0,1,1,1,1.273,9.941,-0.212,0.105,86.9,-2.56,670.0,-14.48,1.0,4401.0,154.0,0.645,1
0.927,0,0,0,0,0.535,0.056,-0.198,0.0782,5.5,-0.45,410.0,-1.67,1.0,5611.0,100.0,1.073,0
0.0,0,0,1,0,0.677,0.229,-0.447,0.0505,2.2,-0.17,1478.0,-326.51,1.0,6422.0,77.0,1.295,1
0.207,1,0,0,0,0.021,0.428,-0.021,0.352,112.0,-0.24,245.0,-0.23,1.0,5959.0,160.0,0.859,1
0.0,0,1,1,0,1.235,67.64,-0.205,0.161,42.2,-1.32,437.0,-1.83,1.0,5649.0,169.0,0.705,1
0.0,0,0,1,0,0.228,0.237,-0.228,0.166,13.8,-0.42,821.0,-47.23,1.0,5940.0,158.0,1.191,1
0.0,0,0,1,1,1.195,0.446,-0.105,0.23,6.8,-2.77,1480.0,-346.37,1.0,6338.0,153.0,1.091,1
0.0,0,0,1,0,1.212,72.8,-2.442,0.139,27.9,-2.7,938.0,-54.95,1.0,6347.0,170.0,0.996,1
0.0,0,0,1,0,0.121,0.338,-0.121,0.211,10.3,-0.17,1401.0,-343.82,1.0,6470.0,177.0,1.324,1
0.015,0,0,1,0,0.57,0.059,-0.447,0.123,3.5,-0.32,1591.0,-816.37,1.0,6184.0,190.0,1.579,1
0.0,0,0,1,0,0.286,0.164,-0.286,0.128,41.3,-0.15,1196.0,-126.55,1.0,5910.0,159.0,0.796,1
1.1876962353672718,0,0,0,0,0.4481712128991861,18.4129718182717,-0.029,0.0351992620158854,65.60729963576742,-0.14,565.5376227362465,-836.53,1.0,4610.10742499919,179.01779500333998,2.193,1
0.0,0,0,0,0,2.040825704532596,8.288336852538517,-0.421,4.861760093370652,293.86488517567585,170.35967566578893,1171.8603001965798,-0.16,1.0,5408.242720780709,184.22056998760968,2.086422556348337,1
0.0,1,0,0,0,0.623,0.07,-0.062,0.0137,1540.0,-2.62,1257.0,-149.77,1.0,4769.0,171.0,0.578,1
0.0,1,0,1,1,1.222,14.61949484023792,-0.241,0.6719290663244362,98.85683144224492,-1.52,563.0,-5.64,1.0,4594.0,138.0,0.743,1
0.994,0,0,0,0,0.195,0.245,-0.195,0.192,21.7,-0.28,384.0,-1.4,1.0,6014.0,108.0,1.115,0
0.0,1,0,1,1,0.967,0.033,-0.049,0.0,8.8,-0.22,706.0,-15.17,1.0,5645.0,169.0,0.817,1
0.0,1,0,1,1,0.971,0.052,-0.09,0.0,7.4,-0.2,706.0,-15.17,2.0,5645.0,169.0,0.817,1
0.0,0,1,0,1,0.556,0.04,-0.455,0.0843,1.9,-0.14,1562.0,-553.82,1.0,5607.0,151.0,0.948,1
0.045,0,0,0,0,0.055,0.4,-0.055,0.0365,8.9,-0.18,2167.0,-1489.04,1.0,6469.0,154.0,1.193,0
0.0,0,1,0,0,1.244,0.422,-0.104,0.0107,4.9,-43.2,2960.0,-11137.21,1.0,5500.0,83.0,3.899,1
0.0,0,1,0,0,1.251,69.6,-1.538,0.0981,25.3,-2.47,829.0,-31.74,1.0,6058.0,164.0,0.867,1
0.384,0,0,0,0,0.404,0.052,-0.404,0.0936,22.5,-0.26,929.0,-63.12,1.0,6323.0,174.0,1.093,0
0.979,0,0,0,0,0.058,0.392,-0.058,0.108,3.3,-0.17,1822.0,-977.2,1.0,5897.0,105.0,1.259,0
0.0,0,1,0,0,0.955,0.174,-0.044,0.0176,71.9,-1.6,661.0,-12.49,1.0,5468.0,164.0,0.88,1
1.0,0,0,0,0,0.022,0.429,-0.022,0.0931,35.1,-0.46,802.0,-36.54,1.0,5500.0,166.0,0.928,0
0.0,0,0,1,1,0.92,0.01,-0.009,0.213,86.2,-0.36,323.0,-0.68,1.0,4796.0,172.0,0.598,1
0.921,0,0,0,0,0.185,0.279,-0.185,0.682,11.1,-0.12,1065.0,-107.21,1.0,5783.0,155.0,0.962,0
0.0,0,1,1,0,1.209,72.33,-0.458,0.166,26.7,-1.71,586.0,-7.63,1.0,5283.0,157.0,0.695,1
0.0,0,0,1,0,1.2,2.239,-0.188,0.325,11.3,-29.5,2902.0,-11056.9,1.0,6689.0,179.0,3.381,1
0.0,0,0,1,1,0.102,0.364,-0.102,0.245,8.8,-0.07,1299.0,-183.31,1.0,5751.0,173.0,0.774,1
0.6716114766327121,0,0,0,0,0.1296,0.3117,-0.1296,2.6,78.8,-0.29,302.0,-0.64,1.0,6372.0,177.0,1.112,1
0.944396077809072,0,0,0,0,1.05781542444729,0.013,-0.235,0.0351366480164941,20.428277379515464,-0.14,867.1086304268783,8076.162721201163,1.0,5728.184351912087,106.52486856120125,5.842884864108756,1
0.001,0,0,1,0,0.689,0.241,-0.461,0.183,9.7,-0.15,1244.0,-178.09,1.0,5516.0,166.0,0.872,1
1.0612486729826758,0,0,0,0,0.5948567753486331,3.68416658710928,-0.004,0.0387755256870291,6.0,200.8750732638674,1473.7808025327502,14281.047962785256,1.0,4905.507838665916,110.89576427286836,2.2414701641188124,1
0.6031521873873635,0,0,0,0,0.2999,0.1486,-0.2998,2.4,34.9,-0.11,287.0,-0.38,1.0,5914.0,161.0,0.828,1
0.0,0,0,1,0,0.03,0.426,-0.03,0.193,12.3,-0.1,966.0,-52.11,1.0,5058.0,184.0,0.739,1
1.0,0,0,0,0,0.892,0.005,-0.622,0.174,4.4,-0.72,1350.0,-468.44,2.0,5343.0,85.0,2.506,0
0.0,0,1,1,0,0.689,0.064,-0.498,0.0589,12.4,-0.22,2268.0,-1977.91,1.0,6355.0,172.0,1.09,1
0.0,0,0,1,1,0.677,0.323,-0.413,0.523,12.1,-0.05,477.0,-1.73,1.0,3995.0,53.0,0.555,1
0.677,0,1,1,1,0.8353,0.065,-0.58,0.361,33.3,-0.28,263.0,-0.32,1.0,6074.0,150.0,0.965,1
0.0,0,1,1,0,1.181,0.18,-0.093,0.138,6.6,-1.92,2279.0,-1791.64,1.0,5997.0,169.0,0.993,1
0.009,0,0,1,0,0.522,0.029,-0.443,0.0934,12.7,-0.2,1413.0,-336.16,1.0,6067.0,190.0,0.997,1
0.0,0,1,0,0,1.107,18.01,-0.102,0.0878,15.6,-2.91,1518.0,-570.02,1.0,6038.0,180.0,0.971,1
0.0,0,0,1,0,0.602,0.116,-0.418,0.0341,4.5,-1.05,1840.0,-1351.49,1.0,5959.0,80.0,2.382,1
0.084,0,1,0,0,0.677,0.009,-0.01,0.0219,152.0,-9.24,1615.0,-747.37,1.0,5716.0,77.0,1.76,1
0.09,0,0,1,0,0.944,0.023,-0.699,0.744,30.3,-0.23,511.0,-5.16,1.0,6031.0,189.0,0.966,1
0.0,0,1,1,1,1.238,0.25,-0.099,0.122,8.7,-3.68,2128.0,-1685.16,1.0,6174.0,193.0,1.026,1
0.0,0,1,1,1,0.075,0.371,-0.075,0.0445,75.8,-1.55,1845.0,-1051.01,1.0,5833.0,162.0,1.192,1
0.0,0,1,0,0,1.104,6.234,-0.103,0.102,4.0,-1.82,1098.0,-115.18,1.0,6484.0,147.0,1.093,1
0.234,0,1,0,0,0.418,0.031,-0.001,0.0179,64.7,-2.58,1202.0,-168.38,1.0,6214.0,169.0,1.061,1
0.0,1,0,1,1,0.97,0.001,-0.001,0.0742,3.7,-1.33,1958.0,-1876.71,1.0,6426.0,175.0,1.775,1
0.966,0,0,0,0,0.256,0.203,-0.256,0.318,101.0,-0.34,452.0,-3.14,1.0,5828.0,182.0,1.028,0
0.0,0,0,0,0,1.278,1.573,-0.12,0.00574,8.8,-2.79,1568.0,-386.59,1.0,5472.0,163.0,0.742,0
0.0,0,1,0,0,1.207,43.41,-2.322,0.119,420.0,-2.15,881.0,-38.44,1.0,4491.0,134.0,0.711,1
0.003,0,0,1,0,0.374,0.095,-0.374,0.0773,25.4,-0.16,1134.0,-107.82,1.0,5080.0,184.0,0.793,1
0.0,0,0,1,1,1.188,0.104,-0.18,0.218,8.8,-1.59,1638.0,-446.15,1.0,5553.0,149.0,0.806,1
0.7477612137262707,0,0,0,0,1.0441033373049171,7.989002034055288,-0.066,0.0939989509322647,116.690622740555,-0.08,1414.269478704162,-0.1,1.0,5922.662020200566,119.68402777863166,2.189536856204971,1
0.0,0,1,0,0,0.009,0.42,-0.009,0.0279,6.3,-0.17,2151.0,-1460.79,1.0,5529.0,166.0,0.936,1
0.0,0,0,1,1,0.765,0.058,-0.536,0.224,6.0,-0.98,1510.0,-774.0,1.0,6541.0,166.0,2.43,1
0.8782123354193985,0,0,0,0,0.5894551962293809,0.002,-0.0044,0.2059457824208765,265.1265681096854,5.732342555015294,1070.8715920080042,6663.786368875231,1.0,5087.749302692555,106.60346290380554,1.8436757803061572,1
1.0,0,0,0,0,0.856,0.006,-0.597,0.0402,21.9,-0.16,1183.0,-120.75,1.0,3993.0,79.0,0.554,0
0.0,1,0,0,0,0.968,0.023,0.1542373030522816,1.359718031684035,1275.3554987840157,-0.9,1963.0,-1084.52,1.0,6168.0,186.0,0.911,1
0.0,1,0,0,0,0.441,0.041,-0.016,0.00403,478.0,-5.59,1251.0,-220.41,1.0,3898.0,135.0,0.53,1
0.99,0,0,0,0,0.875,0.014,-0.614,0.557,68.3,-0.29,166.0,-0.05,1.0,4386.0,137.0,0.63,0
0.0,0,1,1,1,1.258,0.46,-0.085,0.0364,15.8,-2.84,1288.0,-184.82,1.0,5681.0,186.0,0.859,1
0.0,0,1,1,0,1.238,0.229,-0.138,0.0306,107.0,-4.07,2035.0,-1201.95,1.0,5989.0,189.0,0.908,1
0.5514031593015143,0,0,0,0,1.6227,0.3625,-0.4132,1.2,54.2,-61.6,634.0,-19.75,1.0,5081.0,127.0,3.365,1
0.0,0,1,1,1,1.292,2.116,-0.13,0.0256,21.6,-2.76,1301.0,-176.26,1.0,5069.0,166.0,0.818,1
0.006,0,0,1,0,0.528,0.426,-0.317,0.154,8.7,-0.14,1628.0,-546.35,1.0,6065.0,182.0,0.896,1
0.0,0,1,1,1,0.04,0.42,-0.039,0.38,6.0,-0.05,1779.0,-641.4,1.0,5171.0,153.0,0.76,1
0.0,0,1,1,0,1.276,53.09,-0.113,0.0352,95.7,-3.2,480.0,-3.68,1.0,5437.0,204.0,0.783,1
0.874,0,0,1,0,1.151,43.06,-0.087,0.0519,13.6,-2.74,1280.0,-219.34,1.0,6120.0,181.0,1.054,1
1.0,0,0,0,0,0.322,0.083,-0.322,0.099,49.6,-0.31,324.0,-0.66,1.0,5327.0,159.0,0.8,0
0.002,0,0,1,0,0.408,0.054,-0.408,0.0664,2.5,-0.1,1211.0,-159.16,1.0,5668.0,169.0,0.916,1
0.0,0,1,0,0,1.015,0.504,-0.051,0.0259,20.3,-9.2,1153.0,-325.82,1.0,6065.0,218.0,1.891,1
0.0,0,0,1,0,0.742,0.005,-0.551,0.435,11.7,-0.41,779.0,-48.36,1.0,6029.0,181.0,1.494,1
1.0,0,0,0,0,1.115,1.278,-0.089,0.0295,3.5,-5.25,2530.0,-3507.57,1.0,6823.0,61.0,2.037,0
0.0,0,1,1,1,0.012,0.266,-0.012,0.149,10.3,-27.8,4900.0,-53793.94,1.0,3837.0,90.0,80.307,1
0.0,0,1,0,0,1.207,64.53,-0.001,0.058,29.2,-2.39,1081.0,-93.71,1.0,5869.0,142.0,0.942,1
0.0,0,0,1,1,0.728,0.308,-0.728,0.972,7.4,-0.41,2475.0,-4906.52,1.0,6443.0,181.0,1.457,1
0.0560931954047069,0,0,0,0,0.6983,5.333590613203718,-0.169,0.272,111.2351442881759,-0.07,776.9880296717596,30298.11467941655,3.0,5074.504223729123,139.30905880034734,2.636140115264225,1
0.5683056205899327,0,0,0,0,0.1725259280696725,0.0425777417844495,0.0,0.7794495215862929,45.23396757248268,180.29347508076444,1635.59732610216,-852.64,3.0,6523.712615071016,115.28228152472522,1.3457787991859491,1
0.0,0,0,1,1,0.282,0.183,-0.282,0.166,12.3,-0.12,1449.0,-298.2,1.0,5790.0,175.0,0.9,1
0.0,0,0,1,0,0.623,0.046,-0.479,0.167,64.0,-0.19,217.0,-0.15,1.0,3812.0,76.0,0.476,1
0.9579082995928722,0,0,0,0,0.689,0.0222,-0.5332,1.1,77.3,-0.12,278.0,-0.33,1.0,5662.0,169.0,0.789,1
1.307157885183596,0,0,0,0,0.1495,0.3117,-0.1495,1.9,32.4,-0.22,377.0,-1.66,1.0,6082.0,157.0,1.147,1
0.0,0,1,1,1,1.188,0.465,-0.187,0.616,8.6,-2.25,1433.0,-297.77,1.0,6063.0,199.0,1.012,1
0.92,0,0,0,0,0.046,0.42,-0.046,0.483,19.7,-0.18,305.0,-0.59,2.0,5678.0,113.0,0.921,0
0.0,0,1,1,1,0.741,0.213,-0.455,0.18,5.5,-0.2,1782.0,-888.94,1.0,6150.0,193.0,1.004,1
1.0,0,1,0,0,0.95,0.047,-0.692,0.0274,10.5,-0.36,2432.0,-2935.1,1.0,5888.0,159.0,1.008,1
0.132,0,0,1,0,1.187,1.998,-0.224,0.283,50.4,-1.91,1781.0,-672.26,1.0,5743.0,172.0,0.853,1
0.99,0,0,0,0,0.017,0.427,-0.017,0.219,15.3,-0.63,561.0,-13.23,1.0,6148.0,184.0,1.488,0
0.0,0,1,1,1,0.741,0.482,-0.74,0.822,7.3,-0.2,1741.0,-792.24,1.0,6221.0,167.0,1.18,1
0.0,0,0,1,1,0.414,0.056,-0.414,0.164,8.9,-0.06,1585.0,-397.17,1.0,4665.0,139.0,0.704,1
0.0,0,0,1,1,0.346,0.082,-0.345,0.124,15.0,-0.09,933.0,-46.0,1.0,4408.0,130.0,0.529,1
0.0,0,0,1,0,0.63,0.042,-0.469,0.109,8.1,-0.12,1196.0,-150.76,1.0,5266.0,158.0,0.749,1
0.0,0,0,0,1,0.761,0.007,-0.501,0.102,3.4,-0.32,1812.0,-1064.39,1.0,6526.0,155.0,1.426,1
1.0,0,0,0,0,0.466,0.005,-0.459,0.066,15.5,-0.25,1650.0,-644.5,1.0,5265.0,158.0,1.002,0
0.585135260321074,0,0,0,0,0.0834106166095437,1.002,-0.1481,0.478514733386689,11.2,-1.51,515.4513755825418,28464.37046381293,1.0,6589.170009363886,128.1973290729029,0.5807217802604663,1
0.0,0,1,1,1,1.279,1.231,-0.117,0.0556,14.5,-2.16,1291.0,-151.92,1.0,5431.0,164.0,0.843,1
0.0,0,1,1,0,0.425,0.029,-0.425,0.156,13.5,-0.08,1724.0,-558.15,1.0,5815.0,157.0,0.87,1
0.0,0,0,1,1,0.489,0.393,-0.489,0.716,27.2,-0.14,1087.0,-94.78,1.0,5003.0,151.0,0.707,1
1.0,0,1,0,0,0.606,0.021,-0.035,0.177,32.8,-23.6,809.0,-57.86,1.0,5067.0,52.0,8.121,1
0.0,0,1,0,0,1.182,4.989,-0.013,0.0564,8.7,-44.1,2783.0,-10952.97,1.0,4972.0,148.0,4.034,1
0.0,0,0,1,1,0.473,0.066,-0.416,0.111,13.6,-0.17,1524.0,-415.67,1.0,5834.0,182.0,1.023,1
0.5744623991301268,0,0,0,0,0.1471,0.3348,-0.1471,0.475,20.0,-2.21,734.0,-49.2,1.0,5254.0,153.0,3.761,1
0.0,1,0,1,1,0.322,0.16,-0.322,0.383,2.5,-0.02,1940.0,-398.96,1.0,5403.0,73.0,0.888,1
1.0,0,0,0,0,0.383,0.069,-0.383,0.204,5.4,-0.06,768.0,-20.62,1.0,5693.0,136.0,0.816,0
0.999,0,0,0,0,0.659,0.276,-0.441,0.169,19.3,-2.09,938.0,-111.57,1.0,6864.0,184.0,2.632,0
1.0,0,0,0,0,0.376,0.083,-0.376,0.0529,11.4,-0.09,1244.0,-166.66,1.0,4258.0,114.0,0.622,0
0.0,0,0,1,0,1.276,6.82,-0.076,0.0589,79.5,0.0,1360.0,0.0,1.0,5780.0,153.71505234385816,1.0,1
0.0,1,0,1,1,1.159,0.223,-0.077,1.0,4.0,-2.87,1076.0,-111.31,1.0,5751.0,138.0,1.035,1
0.0,0,0,1,1,0.331,0.149,-0.331,0.349,3.4,-0.02,2004.0,-478.61,1.0,5629.0,75.0,0.87,1
1.0,0,0,0,0,0.162,0.295,-0.162,0.0631,12.2,-0.82,1800.0,-1698.92,1.0,5305.0,159.0,1.449,0
0.0,0,0,1,1,0.712,0.644,-0.641,1.2,14.2,-0.22,1272.0,-209.62,1.0,5950.0,166.0,1.114,1
0.0,0,1,1,0,1.229,74.01,-1.129,0.267,37.2,-4.09,984.0,-79.03,1.0,6377.0,174.0,1.158,1
0.0,0,0,1,1,0.741,0.066,-0.402,0.0828,1.9,-0.64,3112.0,-13212.02,1.0,6985.0,190.0,2.187,1
0.0,1,0,1,0,1.059,0.395,-0.048,0.157,5.8,-1.45,1296.0,-249.14,1.0,5999.0,169.0,0.996,1
0.0,0,0,1,0,0.508,5.644326150299696,-0.173,0.2472102804082266,20.1,-10.1,10340.0,-1212729.69,1.0,3705.0,74.0,89.806,1
0.0,0,1,1,0,1.032,67.69,-0.05,0.178,13.8,-14.1,1040.0,-255.61,1.0,5461.0,189.0,3.301,1
0.0,0,0,0,1,0.031,0.393,-0.031,0.0644,27.5,-0.32,800.0,-31.22,1.0,5636.0,186.0,0.913,1
0.554,0,1,0,0,1.138,10.12,-0.191,0.205,914.0,-5.17,1136.0,-129.55,1.0,5334.0,159.0,0.81,1
0.0,0,1,1,1,0.783,0.417,-0.284,0.722,8.4,-0.44,2276.0,-2477.98,1.0,6468.0,71.0,1.602,1
1.0,0,0,0,0,0.973,0.278,-0.366,0.416,23.8,-0.27,783.0,-26.24,1.0,6072.0,169.0,0.923,0
0.0,0,0,1,0,0.475,0.015,-0.454,1.7,89.2,-0.24,259.0,-0.35,1.0,6039.0,189.0,0.951,1
0.0,0,1,1,0,1.192,70.95,-0.326,0.149,16.0,-46.9,1042.0,-247.91,1.0,5627.0,170.0,3.05,1
1.0,0,0,0,0,0.177,0.367,-0.177,0.281,1140.0,-0.51,769.0,-23.22,1.0,4963.0,149.0,0.69,0
0.448,0,1,0,0,0.763,0.007,-0.542,0.109,226.0,-1.66,1428.0,-357.8,1.0,5944.0,160.0,0.991,1
0.0,0,0,1,0,0.966,7.768,-0.011,0.128,20.1,-0.09,535.0,-3.08,1.0,3841.0,61.0,0.509,1
